Gene	W_T	pi	FL_T	T_D	FL_D
fabD	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
fabG_3	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
fabHA	0.43956043956	0.314452182518	0.0	0.842275108854	0.677264684818
ffh	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
flgL	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
frdA	0.791208791209	0.943356547553	0.0	-0.493733780755	1.07546129288
gatB	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
gerBA_2	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
gluP_1	4.57142857143	10.0624698406	32.0	-2.34930238224	-4.20749124345
glyA	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
gmuB	3.28571428571	7.23240019791	23.0	-2.30414685912	-4.03027590354
gmuC	9.42857142857	20.7538440462	66.0	-2.41300921398	-4.48092789245
gmuR	3.14285714286	6.91794801539	22.0	-2.29709060177	-4.00368462634
group_1004	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
group_1090	0.362637362637	0.314452182518	0.0	0.324400473556	0.677264684818
group_114	0.527472527473	0.628904365035	0.0	-0.437642849725	0.915362476519
group_1141	1.05494505495	1.25780873007	0.0	-0.531289593493	1.19510267689
group_1311	0.263736263736	0.314452182518	0.0	-0.341438343255	0.677264684818
group_1511	0.362637362637	0.314452182518	0.0	0.324400473556	0.677264684818
group_1662	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
group_182	0.263736263736	0.314452182518	0.0	-0.341438343255	0.677264684818
group_1983	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
group_2086	3.95604395604	2.83006964266	0.0	1.5268488767	1.53199186769
group_215	0.362637362637	0.314452182518	0.0	0.324400473556	0.677264684818
group_2175	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
group_2281	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
group_233	0.571428571429	1.25780873007	4.0	-1.79759454343	-2.60548368673
group_234	7.28571428571	16.0370613084	51.0	-2.39485719353	-4.39994704194
group_252	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
group_256	0.362637362637	0.314452182518	0.0	0.324400473556	0.677264684818
group_278	0.285714285714	0.628904365035	2.0	-1.48074498028	-1.99561263324
group_29	0.362637362637	0.314452182518	0.0	0.324400473556	0.677264684818
group_297	10.8131868132	12.8925394832	0.0	-0.702189147175	1.98049538649
group_298	9.49450549451	11.3202785706	0.0	-0.698285000907	1.95503105883
group_299	5.27472527473	6.28904365035	0.0	-0.674193683979	1.80927833715
group_300	15.5604395604	18.5526787685	0.0	-0.711000200518	2.04011627292
group_320	3.42857142857	7.54685238042	24.0	-2.31067254774	-4.05512251357
group_3224	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
group_323	9.42857142857	20.7538440462	66.0	-2.41300921398	-4.48092789245
group_328	0.362637362637	0.314452182518	0.0	0.324400473556	0.677264684818
group_3502	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
group_356	0.43956043956	0.314452182518	0.0	0.842275108854	0.677264684818
group_373	1.08791208791	0.943356547553	0.0	0.469096325739	1.07546129288
group_4201	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
group_4211	0.362637362637	0.314452182518	0.0	0.324400473556	0.677264684818
group_4244	12.6593406593	15.0937047608	0.0	-0.706359809837	2.008333728
group_4265	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
group_4272	0.725274725275	0.628904365035	0.0	0.415804347999	0.915362476519
group_4285	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
group_4339	0.285714285714	0.628904365035	2.0	-1.48074498028	-1.99561263324
group_4344	1.14285714286	2.51561746014	8.0	-2.05775411346	-3.23744617654
group_4350	3.42857142857	4.08787837273	0.0	-0.648096677926	1.66988837176
group_67	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
group_703	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
group_946	0.362637362637	0.314452182518	0.0	0.324400473556	0.677264684818
group_95	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
gsiB	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
guaA	0.362637362637	0.314452182518	0.0	0.324400473556	0.677264684818
hepT	8.43956043956	13.5214438483	24.0	-1.63939277451	-1.54158438863
hisC	15.2967032967	18.238226586	0.0	-0.710647894422	2.03767244698
ilvC	0.43956043956	0.314452182518	0.0	0.842275108854	0.677264684818
iolT_4	0.725274725275	0.628904365035	0.0	0.415804347999	0.915362476519
ispH	8.0	17.609322221	56.0	-2.40193937155	-4.43123429648
kinE	0.285714285714	0.628904365035	2.0	-1.48074498028	-1.99561263324
kipR	0.362637362637	0.314452182518	0.0	0.324400473556	0.677264684818
lcfB_1	0.362637362637	0.314452182518	0.0	0.324400473556	0.677264684818
lipO_2	0.362637362637	0.314452182518	0.0	0.324400473556	0.677264684818
lon	0.362637362637	0.314452182518	0.0	0.324400473556	0.677264684818
manP	0.626373626374	0.628904365035	0.0	-0.010919250863	0.915362476519
manX	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
manZ	0.263736263736	0.314452182518	0.0	-0.341438343255	0.677264684818
mcpB_3	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
metE_1	0.362637362637	0.314452182518	0.0	0.324400473556	0.677264684818
mgsA	3.16483516484	3.77342619021	0.0	-0.64231745816	1.64119401109
mgsR_1	0.362637362637	0.314452182518	0.0	0.324400473556	0.677264684818
mmgB	0.362637362637	0.314452182518	0.0	0.324400473556	0.677264684818
mmuM	0.714285714286	1.57226091259	5.0	-1.88932787467	-2.81107155144
moaB	3.42857142857	7.54685238042	24.0	-2.31067254774	-4.05512251357
mscL	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
mshA	18.989010989	22.6405571413	0.0	-0.714721383228	2.06624826984
mshB_2	10.2857142857	12.2636351182	0.0	-0.700740002597	1.97097773026
murF	11.7142857143	25.7850789665	82.0	-2.42528178612	-4.53718607502
nadR	0.362637362637	0.314452182518	0.0	0.324400473556	0.677264684818
ndk	2.54945054945	5.3456871028	16.0	-2.15772457394	-3.50744189572
nfo	6.14285714286	13.5214438483	43.0	-2.38029894787	-4.33682668727
nirC	20.6923076923	14.7792525783	1.0	1.7509493346	1.86915072447
opcR_3	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
panB	2.9010989011	3.45897400769	0.0	-0.635682787569	1.60911708906
pbpX	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
pbuE_2	0.43956043956	0.314452182518	0.0	0.842275108854	0.677264684818
pbuE_3	3.71428571429	8.17575674546	26.0	-2.32235509613	-4.10023090493
pcp	0.285714285714	0.628904365035	2.0	-1.48074498028	-1.99561263324
pepT_2	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
petC	2.9010989011	3.45897400769	0.0	-0.635682787569	1.60911708906
pgdS	0.362637362637	0.314452182518	0.0	0.324400473556	0.677264684818
pgl	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
phoD	0.362637362637	0.314452182518	0.0	0.324400473556	0.677264684818
pksJ	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
pncB2	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
ppsA_1	2.64835164835	2.83006964266	4.0	-0.24641407196	-0.633314377213
proY	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
psd	1.0	2.20116527762	7.0	-2.01359426162	-3.11854970879
qcrB	6.06593406593	7.23240019791	0.0	-0.681004096616	1.8486369903
rluB	0.43956043956	0.314452182518	0.0	0.842275108854	0.677264684818
rluD_2	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
rplA	0.362637362637	0.314452182518	0.0	0.324400473556	0.677264684818
rsbRA	2.57142857143	5.66013928532	18.0	-2.26201103407	-3.87554134231
rssA	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
sacX_1	34.7252747253	24.8417224189	0.0	1.76683845906	2.07704384143
sacY_1	6.59340659341	4.71678273777	0.0	1.62238630899	1.71910368652
scrB	3.07692307692	2.20116527762	0.0	1.46809178727	1.43043962392
serA	0.362637362637	0.314452182518	0.0	0.324400473556	0.677264684818
sigA	4.0	8.8046611105	28.0	-2.33251101195	-4.14011732971
sigK_1	3.0	6.60349583287	21.0	-2.28943621423	-3.97515628733
skfF	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
spmB	0.263736263736	0.314452182518	0.0	-0.341438343255	0.677264684818
spo0A_1	4.28571428571	9.43356547553	30.0	-2.34142142578	-4.17564371395
spoIIE	0.263736263736	0.314452182518	0.0	-0.341438343255	0.677264684818
spoIIIAH	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
spoVD	0.263736263736	0.314452182518	0.0	-0.341438343255	0.677264684818
srfAA	0.274725274725	0.314452182518	1.0	-0.267456252499	-1.47652760053
sspL	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
tatC1	0.428571428571	0.943356547553	3.0	-1.67052613314	-2.34464946694
tepA	0.725274725275	0.628904365035	0.0	0.415804347999	0.915362476519
tgpA	0.263736263736	0.314452182518	0.0	-0.341438343255	0.677264684818
thiI	0.362637362637	0.314452182518	0.0	0.324400473556	0.677264684818
trpB	20.8351648352	24.8417224189	0.0	-0.716234386984	2.07704384143
trpD	20.3846153846	17.609322221	0.0	0.693710312133	2.03255157444
trpP	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
xseA	1.08791208791	0.943356547553	0.0	0.469096325739	1.07546129288
ydbD_3	1.85714285714	4.08787837273	13.0	-2.19280608189	-3.64058000658
ydbM	5.28571428571	11.6347307532	37.0	-2.36552452843	-4.27434788802
ydbP	1.71428571429	3.77342619021	12.0	-2.17325235066	-3.57802246231
ydcC	5.42857142857	11.9491829357	38.0	-2.36828988474	-4.28592462084
ydjE	3.85714285714	8.49020892798	27.0	-2.32760452865	-4.12076811308
yndE_2	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
yocH_2	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
yocK_1	0.725274725275	0.628904365035	0.0	0.415804347999	0.915362476519
yumC_2	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
ywdJ	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
ywqF	0.142857142857	0.314452182518	1.0	-1.15524134158	-1.47652760053
yxdM_2	2.17582417582	1.88671309511	0.0	0.550076013488	1.36627243132
zwf	0.285714285714	0.628904365035	2.0	-1.48074498028	-1.99561263324
